deviceType,avgPwr,varPwr,maxPwr,minPwr,duty,ct5,spk5,ct10,spk10,ct15,spk15,ct25,spk25,ct50,spk50,ct75,spk75,ct100,spk100,ct150,spk150,ct250,spk250,ct500,spk500
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
ComputerMonitor,1.72884688506,55.1580631207,45.69,0.0,0.000275208500353,83,0,115,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
